pain	paine	78	1026	2404
payne	paine	330	12587	2404
sippel	sipple	7	141	192
skuce	skuse	8	63	182
solan	solon	5	74	63
stobbart	stobart	10	122	154
stobbs	stobs	5	202	13
tallmadge	talmadge	10	84	252
talmage	talmadge	11	163	252
tefft	teft	5	177	42
torain	torian	5	21	46
trezise	tresise	5	173	36
vandiver	vandever	11	386	116
wakeley	wakley	8	170	143
wakely	wakley	14	235	143
worboys	warboys	19	182	111
wiswall	wiswell	6	75	111
rite	write	5	38	69
ashbury	ashberry	5	94	37
attwood	atwood	51	927	1454
bebbington	bebington	10	303	32
betjeman	betjemann	5	11	15
caines	cains	18	329	141
chilcott	chilcot	15	412	54
cloake	cloke	10	76	217
cloak	cloke	7	70	217
cropp	crop	5	158	68
crosley	crossley	45	282	1572
chrysler	crysler	14	149	88
culliton	culleton	7	48	57
davey	davy	204	3428	1244
deboard	debord	12	119	239
devaney	devanney	10	411	61
defazio	difazio	5	77	22
dunnett	dunnet	14	294	100
engelhardt	engelhart	9	206	90
englehart	engelhart	7	165	90
fetherstonhaugh	fetherston	6	65	96
fetherstone	fetherston	7	46	96
florey	flory	11	141	353
gailor	gaylor	8	40	338
gayler	gaylor	14	174	338
gravel	gravelle	38	413	246
greenley	greenly	7	107	58
greig	grieg	27	840	156
hartnett	harnett	21	449	327
hearne	hearn	101	733	1922
hellawell	hellowell	5	88	30
caywood	kaywood	7	178	33
larratt	larrett	5	26	46
lemmons	lemons	49	281	666
marksbury	marksberry	5	35	56
matthewman	mathewman	5	128	47
mattock	mattocks	11	240	258
miville	minville	8	211	47
mainville	minville	13	128	47
morland	moreland	37	332	1135
nolet	nollet	6	98	28
plugin	olguin	5	5	125
holguin	olguin	15	171	125
palacio	palacios	7	69	213
provence	province	7	117	130
riser	rizer	10	172	78
scheid	schied	8	142	35
seagraves	segraves	15	183	83
shilito	shillito	7	19	242
shillitoe	shillito	6	48	242
sinister	simister	8	15	163
star	starr	69	314	2491
tabram	tabraham	5	44	31
thewliss	thewlis	5	19	162
welsher	welcher	6	40	124
wilmarth	willmarth	6	129	45
willmott	willmot	34	610	192
wittkowski	witkowski	6	21	248
ziegler	zeigler	108	1559	816
suniga	zuniga	6	41	240
beavan	beaven	23	366	359
bowcock	bocock	7	123	164
bodenhammer	bodenhamer	5	16	92
carrico	carico	14	385	83
cherriman	cherryman	6	27	30
coote	coot	20	604	82
croxon	croxen	5	85	30
danes	dains	5	140	96
daines	dains	14	290	96
dietch	deitch	5	23	78
deshotel	deshotels	5	40	25
dolsen	dolson	6	31	151
dunavant	dunnavant	5	63	85
oyer	eyer	5	99	130
furgeson	fergeson	5	123	95
ferneyhough	fernyhough	7	88	81
garthwaite	garthwait	9	182	21
grisby	grigsby	23	110	737
guillot	guillotte	7	216	47
guimond	guimon	10	210	27
hellman	hellmann	12	313	101
hennessey	hennessy	78	871	1011
housham	howsham	5	24	26
langhorne	langhorn	9	148	139
longhorn	langhorn	8	101	139
lefever	lefevre	30	330	553
loughead	lougheed	5	69	133
mcarthur	macarthur	85	1508	511
mceachern	maceachern	16	379	134
mandell	mandel	11	145	335
marcil	marcille	10	128	44
mawdsley	mawdesley	14	273	72
macalpine	mcalpine	15	79	560
